starttime	seconds	ctime	dtime	ttime	wait
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	4	4	4
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	5	5	5
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	6	6	6
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	6
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	7	7
Fri Oct 13 13:58:08 2023	1697198288	0	7	8	7
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	8	8	8
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	9	9	9
Fri Oct 13 13:58:08 2023	1697198288	0	10	10	10
Fri Oct 13 13:58:08 2023	1697198288	0	10	10	6
Fri Oct 13 13:58:08 2023	1697198288	0	10	10	10
Fri Oct 13 13:58:08 2023	1697198288	0	10	10	10
Fri Oct 13 13:58:08 2023	1697198288	0	10	10	10
Fri Oct 13 13:58:08 2023	1697198288	0	10	10	10
Fri Oct 13 13:58:08 2023	1697198288	0	10	10	10
Fri Oct 13 13:58:08 2023	1697198288	0	10	10	10
Fri Oct 13 13:58:08 2023	1697198288	0	11	11	11
Fri Oct 13 13:58:08 2023	1697198288	0	11	11	11
Fri Oct 13 13:58:08 2023	1697198288	0	11	11	11
Fri Oct 13 13:58:08 2023	1697198288	0	11	11	11
Fri Oct 13 13:58:08 2023	1697198288	0	11	11	11
Fri Oct 13 13:58:08 2023	1697198288	0	11	11	11
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	12
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	12
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	12
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	12
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	12
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	12
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	12
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	12
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	0
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	0
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	0
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	0
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	0
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	0
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	0
Fri Oct 13 13:58:08 2023	1697198288	0	12	12	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	13
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	13
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	0
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	13
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	13
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	13
Fri Oct 13 13:58:08 2023	1697198288	0	13	13	13
Fri Oct 13 13:58:08 2023	1697198288	0	13	14	13
Fri Oct 13 13:58:08 2023	1697198288	0	14	14	14
Fri Oct 13 13:58:08 2023	1697198288	0	14	14	14
Fri Oct 13 13:58:08 2023	1697198288	0	14	14	14
Fri Oct 13 13:58:08 2023	1697198288	0	14	14	14
Fri Oct 13 13:58:08 2023	1697198288	0	14	14	14
Fri Oct 13 13:58:08 2023	1697198288	0	14	14	14
Fri Oct 13 13:58:08 2023	1697198288	0	15	15	15
Fri Oct 13 13:58:08 2023	1697198288	0	15	15	15
Fri Oct 13 13:58:08 2023	1697198288	0	16	16	16
Fri Oct 13 13:58:08 2023	1697198288	0	15	16	15
Fri Oct 13 13:58:08 2023	1697198288	0	16	16	16
Fri Oct 13 13:58:08 2023	1697198288	0	15	16	15
Fri Oct 13 13:58:08 2023	1697198288	0	17	17	17
Fri Oct 13 13:58:08 2023	1697198288	0	17	17	17
Fri Oct 13 13:58:08 2023	1697198288	0	19	19	19
Fri Oct 13 13:58:08 2023	1697198288	0	20	20	20
Fri Oct 13 13:58:08 2023	1697198288	0	20	20	20
Fri Oct 13 13:58:08 2023	1697198288	6	14	20	14
Fri Oct 13 13:58:08 2023	1697198288	6	14	20	14
Fri Oct 13 13:58:08 2023	1697198288	6	14	20	14
Fri Oct 13 13:58:08 2023	1697198288	6	14	20	14
Fri Oct 13 13:58:08 2023	1697198288	6	14	20	14
Fri Oct 13 13:58:08 2023	1697198288	6	14	20	14
Fri Oct 13 13:58:08 2023	1697198288	6	15	20	14
Fri Oct 13 13:58:08 2023	1697198288	6	14	20	14
Fri Oct 13 13:58:08 2023	1697198288	6	14	20	14
Fri Oct 13 13:58:08 2023	1697198288	6	15	20	15
Fri Oct 13 13:58:08 2023	1697198288	6	14	20	14
Fri Oct 13 13:58:08 2023	1697198288	5	15	20	15
Fri Oct 13 13:58:08 2023	1697198288	5	15	20	15
Fri Oct 13 13:58:08 2023	1697198288	5	15	20	15
Fri Oct 13 13:58:08 2023	1697198288	5	15	20	15
Fri Oct 13 13:58:08 2023	1697198288	6	14	20	14
Fri Oct 13 13:58:08 2023	1697198288	5	15	20	15
Fri Oct 13 13:58:08 2023	1697198288	5	16	20	15
Fri Oct 13 13:58:08 2023	1697198288	5	16	20	16
Fri Oct 13 13:58:08 2023	1697198288	5	16	20	16
Fri Oct 13 13:58:08 2023	1697198288	4	16	20	16
Fri Oct 13 13:58:08 2023	1697198288	4	16	20	16
Fri Oct 13 13:58:08 2023	1697198288	4	16	20	16
Fri Oct 13 13:58:08 2023	1697198288	5	16	20	16
Fri Oct 13 13:58:08 2023	1697198288	4	16	20	16
Fri Oct 13 13:58:08 2023	1697198288	4	17	20	16
Fri Oct 13 13:58:08 2023	1697198288	4	17	20	17
Fri Oct 13 13:58:08 2023	1697198288	4	17	20	17
Fri Oct 13 13:58:08 2023	1697198288	4	17	20	17
Fri Oct 13 13:58:08 2023	1697198288	3	17	20	17
Fri Oct 13 13:58:08 2023	1697198288	3	17	20	17
Fri Oct 13 13:58:08 2023	1697198288	3	17	20	17
Fri Oct 13 13:58:08 2023	1697198288	3	17	20	17
Fri Oct 13 13:58:08 2023	1697198288	3	17	20	17
Fri Oct 13 13:58:08 2023	1697198288	3	18	20	17
Fri Oct 13 13:58:08 2023	1697198288	3	18	20	18
Fri Oct 13 13:58:08 2023	1697198288	3	18	20	18
Fri Oct 13 13:58:08 2023	1697198288	3	18	20	18
Fri Oct 13 13:58:08 2023	1697198288	2	18	20	18
Fri Oct 13 13:58:08 2023	1697198288	2	18	20	18
Fri Oct 13 13:58:08 2023	1697198288	2	18	20	18
Fri Oct 13 13:58:08 2023	1697198288	2	18	20	18
Fri Oct 13 13:58:08 2023	1697198288	2	18	20	18
Fri Oct 13 13:58:08 2023	1697198288	2	19	20	18
Fri Oct 13 13:58:08 2023	1697198288	2	19	20	19
Fri Oct 13 13:58:08 2023	1697198288	1	19	20	19
Fri Oct 13 13:58:08 2023	1697198288	1	19	20	19
Fri Oct 13 13:58:08 2023	1697198288	1	19	20	19
Fri Oct 13 13:58:08 2023	1697198288	0	21	21	21
Fri Oct 13 13:58:08 2023	1697198288	18	2	21	2
Fri Oct 13 13:58:08 2023	1697198288	18	2	21	2
Fri Oct 13 13:58:08 2023	1697198288	18	2	21	2
Fri Oct 13 13:58:08 2023	1697198288	18	2	21	2
Fri Oct 13 13:58:08 2023	1697198288	18	2	21	2
Fri Oct 13 13:58:08 2023	1697198288	18	2	21	2
Fri Oct 13 13:58:08 2023	1697198288	18	2	21	2
Fri Oct 13 13:58:08 2023	1697198288	18	3	21	3
Fri Oct 13 13:58:08 2023	1697198288	18	3	21	2
Fri Oct 13 13:58:08 2023	1697198288	0	21	21	21
Fri Oct 13 13:58:08 2023	1697198288	0	22	22	22
